title,company,location,date,url
"Senior Data Scientist - AI Research
Senior Data Scientist - AI Research",Dream,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4392037463/?eBP=CwEAAAGdpe-YD6UX1ytVOAnm6x_Od-XWw2cI5Es7KLR9j5-SeQvSxynKCROqY2kdbA4wFuho7mzx1m88F9jKv0piQMbBzyD37MRyxXQ7ajtxQ9-wCMcFQXsUgqP2ieLRyOQmz3qZgOOgiwNiiNUZLvknKqtSjTcjaSsrdsLUu4vMSW2P6kEWRiYb7mUGkQ8-WZfkM6FQfPITHldZoTCKZ0i_3BTToMk7YXFjJWNvLXS_O9jTt4uGdWCYzM1bsHez5aXED5T8zTQ1XdYmEYhIapVQ9Aeag5kW4kChF6dEajGRVrKuVUOOyNKpU3yD7Qys7MgOr1vIFZda0zHDwIhnynNp5nBo4eFxmusjc6yYwt5xKpI_8vCPPsUrE7MKVEuxwJtTl9lljVWS-gb6eDX45jF2yoSq0SBB_41PeDwqmr0N20UuGwk-4FTNPgr5GvMBQ1W6QAsXivsrzWcqGKY&refId=GukeC3sitjSIkWw6h3zU4Q%3D%3D&trackingId=PsX9qUDnGUQ6EKZEI%2F03WA%3D%3D&trk=flagship3_search_srp_jobs
"Threat Intelligence Researcher- CTI
Threat Intelligence Researcher- CTI",Dream,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4337033889/?eBP=CwEAAAGdpfHHWaWrk6F5JUL01CCeO8VK0q0ykwXh61tKtLshjEhQmJjtKpo_VxPz8-6MsIhSjyt74MMaeuzmuuFY5RMS0PFRnDIEKoVWlUr0dC0P4sVkc7dq_FRjAod45e-0UM5wqGfnPTL5gd7sZkTEttDjwpteubdET5UmKWe-tRxYguWZuWrYGPumM6R8rY3JAQKsCa1sUqSWlvacOCranDH5ljz6vWj_lNajPxliM4e2H2ar2MZVaYBuEY4jrtM72XD-nblJfO9LMEpdajKKbM4gqU9BOC8fobPYPI8o7VfimhCge6Zl0VvvnxMx02Pm1xUptc6R4Ozdy3yyspQ5QRZgdS6US5Z8bll3-hh3j0nfz1Ve5KBM5AbeLXlrpjQhwxi7VXqFbbs1M8V7m3syyxLmX09s8T5C8PutIgxAKlUiF1Lxycwa6T19MBiz2xem9iYS3px3FS-yBLZcDNud1yC-geC5ttx8mY7WhYrvSUDCPDgPDQ&refId=9tACH8OVlIAP%2FC2PJiQetA%3D%3D&trackingId=A95II%2FrFoQzJ%2FqcniBycBA%3D%3D&trk=flagship3_search_srp_jobs
"System Administrator
System Administrator",Dream,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4365384767/?eBP=CwEAAAGdpfINhiDqVS8VBC_YVPnHKFGe-EX1Bd7MgWtCafXeom-Qv9z2YqfXhIcDCM9fm3tGYqGD1UVRIqATgiNNJz9v6vYsrbwGdJ3Kjlp94uo8-T5O_9frptxRG4DjccxrCCRCI3QDGQtVGclGEGHwl8wEKt5C2tJGNxccIk9dFL3Yu_roVOn5TXm7w23nw2ii9WWD1JsmO3sstCcm7rHaIA6FQtugSRihN3Yj79EErOjs9TaJAT-HTBcQJ8q1MIYTK8TFkL8Q3hQ1NUNJX8I6jWnlcmuUT2c8bj98CHVr57g1i2Fg7THKPaRKK2D-9T7osMXlvkQ7angUnp0dRGfULTXvLG_guP3_mu8691NZGInYpME-wglYoK2hlJOzGxPTS9sSirXkCpoBPztEmFAKGhtzu8UMbBtO3whPlj3A-H4fj3AHdy_GXhu0H6nhRFfp4jTGgOIiPVOX0ZRdJcNjcGsH_CRbdR56p0ZVWYcrOYgizQkibfqj&refId=XzIbyAzNxK%2B%2BUK%2FNLWxcqg%3D%3D&trackingId=GLkxoG2M8MwBIix21cJfRQ%3D%3D&trk=flagship3_search_srp_jobs
"Malware Researcher- CTI
Malware Researcher- CTI",Dream,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4392036443/?eBP=CwEAAAGdpfJOKAOnrmsCTcii28LTKyrIGNU0GmvEERZW4rR0UrzbYsmxn3USmAt673YIYnA-ntkKhe4z9bJmGgWJxDxRX1fCATvnZ2i-hN-Q_38zbBOcZ78aixogOB6KlOt-hELtwiFdTxXOG82rW7_hH3YjrCJpa0Dorn7-eo3RZ7RMhVFdISlq_wiDQe1xW_ibtY1j1omOmH_OuOgMIjqil_Sn2zBDEDAaeJS8VGY2uOboB36jVwaCqnuYipRPLAOjUPUkjGrnCRI4EWQ7bUuiPaZfruGl_3Va9q_ZFd-YRnbWrHmnOovnS9xqiEExgvK4U9DHJzRULMa9_N2FCiVXp-bFUzV-MHUBcDlE2aBrm8H2FMN3sCLvNbdXmIFgLAAf9PAEyLBny2EixP8OIw_EfLML6Q1pcpB8EwuyNLpsGDoM3v0X1kB8Twhpg8kg7PgT8ajUynMtiqL-dWagnBP0juWzwxIVZERnms2R_DKPeR7qtJU&refId=prsmtozFzOhuhSCcAXz6HQ%3D%3D&trackingId=lJ%2BFRBxtvCcrBUsQG5iKwg%3D%3D&trk=flagship3_search_srp_jobs
"Security Researcher
Security Researcher",Dream,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4250725131/?eBP=CwEAAAGdpfKEQ2TRmv5iWnOA1xXHUbtPcCG152MJ_n_RuCjzQKL-2A6gK6e-eOMUfxHrMtNj_Zn1QVsW-XWYV7b26rb8FQDl1TLOjiHlwJxmL58-hcLvgnEFgJpQ-OHbb5v7kvjyzDXdqYhzGWM3VuZ9rPjrc-9rVyXoTN-Bac3Z-m45pReQ4iSVp-Iy323kBt3Joy7SeG-S0Y001-H1LmoSYv15t8lmg088g4cWo-nXgxiEyux1YNIGT1ZLEW8UT8T_FZgGuhVjXODi4LSGqdchuT-z6EKmMOGc6-IjcGI5M1OaAOPn06oVUqJdjmsedmg7o9DnyrdDDImB--UbWsDl0jQmqzhojE1e233WxZ0MPL7T3IP9g-fOry9jLtyNfGDThbWdcz3x-tbyrbCa-nhn9MZ2XJXENAHGKJT_TgpAgVE0eZlrB8b80TQh16rO2WcN5V1ZG_aV5rKeoyqK-7rM-p9R8HIL_9bJs43fAMrytokb3TM5Qkwp&refId=9%2B8I5QISj29VU7zGtD6mXw%3D%3D&trackingId=0xmv%2FBxe9iQoKNE6cLDazA%3D%3D&trk=flagship3_search_srp_jobs
"Payroll Assistant
Payroll Assistant with verification","DriveNets
4 connections work here
2 hours ago
","Raanana, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403318109/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=prsmtozFzOhuhSCcAXz6HQ%3D%3D&trackingId=lNBbcgb6GnATnHaMVPTqRw%3D%3D&trk=flagship3_search_srp_jobs
"Supplier Quality Engineer
Supplier Quality Engineer with verification",DRS RADA Technologies,"Beit Shean, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403082855/?eBP=CwEAAAGdpfJOKAJ1Zl4Zx7wo0ZSM6SpBf8Ev27um2vUuIWWGwBp2ySaLxYQyv72sK2B8USwA-zMRPtpGc9TdS2nCpzjOLxISj3ZI1cHUUvi8qMGXUeP6Ccbon_k8XccOqPNh0XMkerwlZrAse6CpM-FMU-cRIY5CUQwo9uQQC5dPqq9nRSTUyE_ykq3gvsr9alhn-v5UnL-7oz78Vtsr6ai5RhIpxj8HN0Cylpt5JZK06SB1cXD09gekHI71LltEWoIoCd7as35S1mXvmzMpp9BbkQzFiCpOlDW8143DNUuFao_w4mXEUwIegj-Hs2usCn84dt5uH-lDIaQZdL9TZTeUx8JrDgysLXVxdHMZjlmNmhyDySVYlQQ28OfWgTObB0z2oMsjCFta79GLfQ2UMn9ZlXXqvasO0OXmxEXzhwwY1aH_CcRvHinccgUw0ZrNcAdl1L2YBofrO24Npex0BG90MdfUcr__GWbapxZmFYxk0B3M&refId=prsmtozFzOhuhSCcAXz6HQ%3D%3D&trackingId=EHIx%2F%2FnpuM9jmAoSO4Ed%2FQ%3D%3D&trk=flagship3_search_srp_jobs
"System Architect
System Architect","DRS RADA Technologies
29 school alumni work here
29 Bar-Ilan University school alumni work here
1 hour ago
","Netanya, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403867963/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=AXllWHp%2B9iDCljljbyb0dg%3D%3D&trackingId=8SxugH3Ha3QKGDabG4aZKg%3D%3D&trk=flagship3_search_srp_jobs
"Controller
Controller","DRS RADA Technologies
29 school alumni work here
29 Bar-Ilan University school alumni work here
1 hour ago
","Netanya, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403869986/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=hzEuPRoX3YWX2H7n%2FaIqZg%3D%3D&trackingId=IklM1%2FNb1DrpubfXmmOcPA%3D%3D&trk=flagship3_search_srp_jobs
"Sales Development Representative
Sales Development Representative with verification",Dun & Bradstreet (Israel) Ltd.,"Bnei Brak, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403098971/?eBP=CwEAAAGdpe5FmweLG7HbFbtTJlIhisQgnIC92xsPicQbJuXCU3c2LIpAQkXK8aZ3LmB5tAqVSBiwoPCQ1_H0CKn4DzbzDW06JdijbidASR17l_T2s7e7ftRhD4ImKbhtI4tnYVsG_5_dWXuSKpZAUueI3nkz7XOpLV0TI5zTQTX4Dq3noURa2pgxco391S4sHTnCnugXm1cwaKgnIjeTECqDLKW2KY0p2jG_Qr3uhrsFwgTtUYZAuFZzIN899NEoEtJvzEonjQByKY47IROD8R2LAaMclkEhywAlv1a_daUdl_-SIQ2UqbqJaVGTHrdVIcEd4FUi-Z-7xrmt3X91iF7Gn6zYQ5zXuVi9_I7EB2rYBEKtCWlvvbOwoikagHisE3gdjtLmxQ0aP4Cj-MknK3Yqo19hKjU6ox9bLe0kyuxgbc8ut8Emm7EjRPMKKk--4CDwpmOSOjoSFUqMpVN_aeGJmIrq4N6fKAjk6WpN&refId=Y8XoWEY%2FUV4Y4K1MrsYVvg%3D%3D&trackingId=%2BBryvlIh7XkF9dMTbPT7%2BA%3D%3D&trk=flagship3_search_srp_jobs
"Salesforce Administrator
Salesforce Administrator with verification",Dun & Bradstreet (Israel) Ltd.,"Bnei Brak, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403094996/?eBP=CwEAAAGdpfE9FEsCnu2oeKUIxl-bIiBTgzhUf7mFsStl-4Ic8jRGEkaQ0ETUk-hgCQ9IjwzgIj-nYMPOBBMcCLxdzNKgahqvOFH9d5aj92k9NwQlZYbjVebUpszt7xEkMIpP2AwLZWZ5oLngpV308yCOFcLVmLsW9fmG_HQO9OXDaqMujSj-afcHtlFI92zOS4SHzI7GadR0XbTcgWpm_-Zb93VGORTbidSDgDq8iTBhGD7O6yocsGqDFzwfYfj7aDtLcOZ453Eu-iF2kMJRG9l5AqGKNc58WX6XQGHZYy3INT61BbyoiTFV27qVuR-q91FjmmyDFN9TeicHnXSO1JqXsjIH0lffse3Yv0_LV3OPT-ERt22KHZoRW_asIdAHZJBzrHZkbdqKCXFm-VuqVNBV2LMBLF3bATifJbJY6rNmQorWjLxDRtcbQ6Sfr3BIlNK1vTDORs1hcFnlIVrCA7kmhOKgYlNUIf9J1eOvH_XqTA&refId=fFvi8RXE%2BvxESY7ZnuyHpA%3D%3D&trackingId=EKI2nIdK4M%2FRr%2FptgowwCw%3D%3D&trk=flagship3_search_srp_jobs
"Senior Product Manager-AI Team
Senior Product Manager-AI Team with verification",Duve,"Ramat Gan, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403867924/?eBP=CwEAAAGdpegx8V7dH-A14Udb1zZAwSI93Q_ekNvgQwJhznaY0S7SXRU_2khNZSDtnqgw-M3Frhcw0vDWpNIJ76uR85qyfBxgPJDFZoamLA2c-u7F10cF2bQr1-ONyHckzkGwY5Re7Im0ZOwQHG3MmDTCd2AEJPQOEnjlAMj2jv8QZt50BEfmF7UFpQHNCalpUTTayRfVVH5h8pg0lCRsJYPuxBFWRaq59_LxmpnhJyFp0mtVY4XKxnv8K2tEhPV7iPTBFOHHgkhNfrGmwo18bm-2Vnx2_G-bvDstPlwp-es2wuKxschiya0iRcGHiCL67YVEaU1SZJhOKNmjsv8nEDXeqUba-tdOLYLK6u-dDK8GLCvz7wv-sQp-qQxa1_TmrtGReYL9Bfn2wna6LFstvR-6UGcTuHlXC8EeDLZFo5uFwWRlV45i-qNGgS6ivkNyV5x0d1gDKy0EmhDTOOMA2gpJ7U6POzAZug&refId=3GSsW%2FGg64qsOKIlknI5pw%3D%3D&trackingId=hoVYs3CqZBz4u7BSPKaFpw%3D%3D&trk=flagship3_search_srp_jobs
"Product Designer
Product Designer with verification",Duve,"Ramat Gan, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403887054/?eBP=CwEAAAGdpfE9FLAA2a9eN3FJ_PcuHynrNVa5JxzdKPdWTwag4UNTTz1PUcl6fBaqSARypiMeEgYh9ayRsTMPGdq4QsyL7tHnuJuuUhhOSYRXfhrbDYmnPdHaPDCkGvYaG8JRhPq-3dy_TmKnNgyW_cimCDLl-R5tvMS6bPKAY6uzi45u45dwgRGXTkSviq5Pslo-ZRvwARHJCjnVUsRa3AJdiQkqUASqdPMqhcLuAOolmHLzhcW29qqrJLJgfuC4H4dUsoMnwIB2UaTr0UMuQZO4hmPW7GERLp6NESlrQv5B_nujMfTQItpa-xJGMq7x_05HzKoDb9HcyjR99tF_jYZ209QHhmqqdyIKAOGvWtQkfoYTQ12qIoa9wzsp36U-cIb0oPFZFebr4MTp2AlyAvtQwy2rw2ISYgH4_fDF2MR2ivbr9ATwejoNWV2srtbOLZ2arUp_QEAurkc7WtUBWGb-Zas3p5JGzqnnjB8XZK1N73vMr9M&refId=fFvi8RXE%2BvxESY7ZnuyHpA%3D%3D&trackingId=RVdOlM%2B7Ii0gTV%2FJ8JiGFw%3D%3D&trk=flagship3_search_srp_jobs
"Full Stack AI Lead
Full Stack AI Lead with verification",Duve,"Ramat Gan, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403863971/?eBP=CwEAAAGdpfGJo0rtsT8bTaHw7A3Pf6JOFlfagftbKqvO3CzYDUKDZRCvduerw2cVC_245xbFM_8zBeDxJqertbGq2AgYZsdYeOvzPpvj50cCqf42RQIf45DgpS0Ws6Cj3eOgef_2a8M5GlywIwllVJc2QNsLCGPrLcAZH7t8d2_CTGjml9zOk0vX4ZP39Uw36M_0URE-xs-NdztVCPwZMaMk0KPlvOxkZSASWFjdpjpC_NdQGSmfFh43HcHIAHFIEb8pE97_SUQhYuGIW4ryE7Ju6gtQSvRcJQ1pR47mOMfeTYJDcYvpy99GxG1nZfpFeNww-ZFZg2_uTXQWjT4KKyzdhaZenMhLjmeaFDEYyuKgHRlTz03MfGcngWNgTajE64IxX_JWSs8rsMyPi2pqKYZMEjRJ9zlVGwtCFNFDZao4zwyPBVojH8hsYjmi883zV7Ra8PAivqWuvKo5YFqf6PLtrnAEj-H2ivC3J2dyDMtxng&refId=hzEuPRoX3YWX2H7n%2FaIqZg%3D%3D&trackingId=odLFUlgK2wgj3aTKkIPCrw%3D%3D&trk=flagship3_search_srp_jobs
"Head of Amazon Operations & Growth
Head of Amazon Operations & Growth",Ecommagnet,"Tel Aviv District, Israel (Remote)",4/19/2026,https://www.linkedin.com/jobs/view/4401281230/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=nZzYOOu%2FsxmQzJx6ZAy71w%3D%3D&trackingId=qBCcXVYuReYHwMguIBrsZA%3D%3D&trk=flagship3_search_srp_jobs
"Commercial Legal Advisor
Commercial Legal Advisor",EDF power solutions Israel,"Hod HaSharon, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403323112/?eBP=CwEAAAGdpeii_TA15mOkvylUt3_tzwFTdKfmsQ2s5pQhdYD62la-S2KVa4kF35Ja_-Ab9qiEcPUof09dLL6_UU_e3raTBQ6p6INPPJ7kWk3t4WxHCU-y_3xkPmq5tM8s4Tknub70-3BjVGxIAr74geXX4X6Q8SRfCvhqqUlkB5A2dETy5nKI6-VTzCTSx3yDdl4xuPRZ8T7-iYURFkJCOHCVIryhaQOvOEbDqis7_UoCdMJ3O6jdK1o7zz0pApOcaP8boepXDsryd5sfQH2862zOF05oOj5xY_N5tL1C7QSv_eXAuQUoH9Ic2bdMjtcbDJjulfzYr3sKpIBSL8WjQiZHKaZNm7bKU4g5aCxmyta5Pa6SsVN5cOaXuKgo1GUg6TyiYASjukIxJIQ47G9Hq2v7zDQMk7zKE8RKAaykkYrEqScxaMVtqb62ePO_Ei7cKiosF1_OmZGMAKlz7mkzi_YzfV5MYPQQteqimDtIwbn9gw&refId=4Otb%2F4BDLb1TwGCaMQd53Q%3D%3D&trackingId=BvTrdKKj%2FboRQrxT%2F7SDTg%3D%3D&trk=flagship3_search_srp_jobs
"Senior Mechanical Design Engineer
Senior Mechanical Design Engineer",Efix-Aviation,"Kadima, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403882256/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=LePOKOMUA5JKTjV2v6rJBg%3D%3D&trackingId=2FVElFyi7Z99QNKVuEmVig%3D%3D&trk=flagship3_search_srp_jobs
"System Analysis Team Lead
System Analysis Team Lead",Elad Health,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401240433/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=udzR4j8U8km4I%2Bq1dmRBBw%3D%3D&trackingId=Zn%2BxT1k5ftppT%2BV3bw2%2BuQ%3D%3D&trk=flagship3_search_srp_jobs
"מנהל/ת פרויקטים בבנייה (מגורים) | Construction Project Manager | Civil Engineering
מנהל/ת פרויקטים בבנייה (מגורים) | Construction Project Manager | Civil Engineering",ELAD HR,"Yehud Monosson, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403095906/?eBP=CwEAAAGdpfCc8O6lrQ7ZEh9Xm7IU6ZkWrRrgycMnMROsmBTf1l2zn1dSH0Qlb02LMmv4zMVAPoOH___j-mlkRuDyM610Kh_4MW4gE-duWoJaeU1tcDu9-h5OxxlWXq-0csgAGePMhtkIiTH-ir_DWcbYxv3N7itOaoajE-DH8Fb7Omam0m6wOBAdCBYk4aQRNbdB0x0NIHOheN9vRTZnoPdKukYUUN9mvQedb9tNrPJh6tofRf3zJg_-HsM2gRQEj-MLrYvetJdcMj8-ieP1J-wXDZCrHkG6KhF9qiFr7aXXbLE5tjm-CvqthPK6uQL2GxT9haBF-3dWjpp_i5zki06Y0jwm9vVCbPQH-iiKCThbJL_msmuM9kQVcOH3lpRsrD6AVpmgvuZZx9UxmqjoZwNpom7JbYhSwqmTVZPpjdfQz2yxnzBq3dHIBujez0Gl5gPgY4n9KJTQpYFaZMsJoUYzm2BEYiKMN0VFI3tfbFY&refId=AXllWHp%2B9iDCljljbyb0dg%3D%3D&trackingId=jZiRgy32Hz%2BLNi%2F%2FqHsWUA%3D%3D&trk=flagship3_search_srp_jobs
"Reinforcement Learning Researcher
Reinforcement Learning Researcher with verification",Elbit Systems Israel,"Yoqneam Illit, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401278050/?eBP=CwEAAAGdpehq5nueZgg2QJx2gNR2LBJhzftUZlBppCtzP0hEoOC8fWYVSqUS2SKc5yXPBNJarbCb2A2KrnP7uMy8koC0j2gUsqN4zGrGKuvOnKjOD-eRVFyCHvM5KBCtIXI_iH-eHA6X-ARgkp8kYfz-UbcF36bwyzkcuvo7v5jkWvcwsEgbRSMI5_Qo5LDqy76f1hgTBgsr-I8QdlWsEn3nHfieVnYzCl6nBOeSalVkc8VfCWFUlUwEHNsiIFa2CGgADhFke5Z4WJaATbeS21me--zxrrGrhAps-k8Z_7KgWCIM8ISUPVzv_-uTnmnsFSs9p-hPwGE4ChT4tsQE1rHo0a-_kID_yOQgHRq22SrJu4mYj86z4KNpekHV01l5Ntx0J4kBhJ46WStXvJLvtcLyIesDnsJP4m4qPOPVjSFZK64YjDCVeQiImLL1dFzguq6Pf5OlizJwj78ApW-yCGCT-Puf2VNlS-Hn&refId=udzR4j8U8km4I%2Bq1dmRBBw%3D%3D&trackingId=haJAkz3hWDVgvZ7optz%2FsA%3D%3D&trk=flagship3_search_srp_jobs
"Program Manager
Program Manager with verification",Elbit Systems Israel,"Haifa District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4394141994/?eBP=CwEAAAGdpe_as2jSJrmnk9qw3me_d4wTdEIGyiKpxBF5XC3hSBT0gKLskPNRe_AT2-w0eb5b7X8QotBaKni5BC0bGEDT4U74k4lYAC9397QT8ACvTOid1bFby9r1DlExFh4ArElPsX_04d80wFC_kHEF9OU9x2RH5XsXxGJp-mCw1xWB1IoT56E5H3Vu9_tdO8F1HTt8G5mwtIwgBO_G661MOG5V7WguASKGkKATrPBWi6vLK4bkH6r5GoWfKc-TQQvjSIaEp0h3jMsMVdtrOCbqYTZUyJpNbs-4QvHD7tk-q0SWtDJSNSdKqEmms3vWaNStUfMAnC_HettKDh5o1Xk1v9k67wBwDjsKw2iS0UeHUtC49kvMnr46lFg5vgrglEI1GTv2Os_JtG4_FgVAHcl-TTcpJQ8Yca8Pnhx7ZokJ7JijT8jXtt3Z5ODS8aVNYe29qJfJ9xMkJYn-6UoCEG2nTzERE-qGBe7biRamI0ma5g&refId=6%2F1TP8lSr5YtC2KJBZTUXg%3D%3D&trackingId=fKDhwNeSMJ2RfRTwlpAJBA%3D%3D&trk=flagship3_search_srp_jobs
"Mechanical Engineer
Mechanical Engineer with verification",Elbit Systems Israel,"Holon, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4381254471/?eBP=CwEAAAGdpfBdB3LtEgyWgnwRsnBrv4uOqTKznixTlbGMZzKPlfvP7ZqXzgYS5XOElBrZb0MjEg8SHzSgcEF5ebAK3DXF9rRZzg7s1xGqqJ_t89TtUIWY0ShIX35GhWKmKSvsD61KsOCoUiRHLaEqCWwblSn4nsAaUUeu2AauSPRWLPeutkTtroIfw8ZP0Ly76ZkRROWgUZRRxe3MBH9UxUdDw02lDDcJyR9hGkbhfRexE6vhWa6KEhDZOyGt1EUep5Tnuhm8Kyb-s1tfQN9accLwgQzNUFRxe02G_lbY1odEbtb_1wCudLValUL92oZ8LMdlUyjFnRrMTJ7PEURfewt2SQDqNb2P6hslj00U3MhOauPjq5B_3EyTuucbpxKhIViUwk_oessJJYh0mxf3g36A7xbIT3kdf34VZC1cmm8tSU4iXRwuiFjb4MpMCJzD5JPFLKrZU44Gcb2YPJEKQo3aN1OBCxjb2DTtN6HwynzWEQ&refId=nN9NBMRbJiYQvY59c2TBeg%3D%3D&trackingId=x53pwsSinn%2Fe0wV3QB5UWw%3D%3D&trk=flagship3_search_srp_jobs
"מוביל.ת איכות - החלפה לחלד
מוביל.ת איכות - החלפה לחלד with verification",Elbit Systems Israel,"Yoqneam Illit, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401260054/?eBP=CwEAAAGdpfINhigE2laHhF8eKI49sTGO2206h_uRcqeOgENtooe3TfiQFWXCKpmDVjCGvts1yziGH1eipwC94zRY1skvX-eSd_bkaRXb09FsM3LayAEiTRJi4hq9kz_EL2AFMebSUL4w7SYN-C9TXHKbapI93ahvy2hpU4r-fjz-IX9aT3E33eqpHc0OAyFO1DldCMP_hKfMm0dq-7MsiWXTxiZJwdp81iwPAWNezSu3jaZQWroTt_RZ3TEaK2tzGF9X9mwWTKrWkFVf-N3PYxH2RatlE8wFhPpPjhHCppzncGVyma9TgbSKwC-7-Zro3FJlMt4Sz1CmiB37rcNJHeqx54Jgnf2N1R7SkVnmAzF1ZwuwAJLIZcHhfeHMgLL2B8P6aqOnU0U3TbWZxl-I5PZBheH5Cy0f7e5Z5otkLAOf_a3LL20nXgiOMVxbWkl-eBqXHSXV-_0GxNkPQYXjbb3uqyn6ByGIpKi5tljCrDcNEDNPBSg30A&refId=XzIbyAzNxK%2B%2BUK%2FNLWxcqg%3D%3D&trackingId=BfcYcEKPreTQj4s03l%2FzGg%3D%3D&trk=flagship3_search_srp_jobs
"מרכיב.ה אלקטרומכאני
מרכיב.ה אלקטרומכאני with verification",Elbit Systems Israel,"Ramat HaSharon, Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401266083/?eBP=CwEAAAGdpfJOJ3EVyZCS6obkhFfcLmyyIrM8oU-Kr2GGRpw2S4EZOgJ-OfdYXZikmTAswzRiguz9PoeY8NsBh-e98l8gCw5_r1U4Sb1WTyls-9EL9Q3yO5EjbjM-0Fo1uaThb25AR-w0Yy75Xt95O9KnwXXxvDNb51NoStLdBt3va8D1SIReeZ2f7qhh0-m312SHdxNp1RAB0tluzk_tifBuCzEMCvsBwrS4fpwKNfSBsEEbSDWPAUjty9BPvpB_5nrRrmo76YmGJrK70rtqLbLZdDla2qSxwJfZXJOXqLtaycfxyo3FDIp4zoQivvZi-jabPL9jwIQ4ryGkiNplyXdHNmXapvg55OxrIL8iQz9_l4csMWz2RjG8CPXkZ1Ieh0Ppkmohb2X3TKH7JBBrdtFee8pqSJ1GjBNisL3-4BMU-CDqYBZ9EiqOc4R-mWI2RArsSFK4F9ZLCD64r9ZzWJbVIMfrlL_Q35UtoNOmepFIh98q&refId=prsmtozFzOhuhSCcAXz6HQ%3D%3D&trackingId=c9K2xPsGFEbxQh0QOBg%2FkQ%3D%3D&trk=flagship3_search_srp_jobs
"מנהל.ת תכנית לתחום ישראל-יחידה עסקית AMS
מנהל.ת תכנית לתחום ישראל-יחידה עסקית AMS with verification",Elbit Systems Israel,"Haifa District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4394162090/?eBP=CwEAAAGdpfKEQ_3gFxCu3qrDdQcAIo-0Sgk56z9BiC1OWi4laTsRDEUF1HR-6w0hCePVSP6wcaKN3nZb7BbydzuSz-WHYMjjsHG2J0LCvtAbCIBJoz98Yvehvm6yjrLNGc5-utBX7ztcubyXpfW0ttEyHX2o1fcO46VPaWJwMk1JvEays0mxYhdMIbkr0pbAKVAqJEZn_LrWBaCFL0LnKuA-J9vm9L_JFptHkb10fbkTk2REoyA88GSwyOC8eN7KoC3nUlsvMn1B_V7VdOzOgyEqMErHCCrp4CI_9i5FtgZEnSeeV-gne468K7zEf3QtJW2de-xPr1CBt2l86K_hnHhg_HJ5ehHtlwdKnqUKweqltRPqrSxcDbkVcKUoEYK5Flq6e1XaPkto4qsbQIJJe2LPoBIDg2jpK8LLXJB5dHqOKCE95Xm28p_jmqQslMSFXGn7pxh94mlotNMbPXmpax-1ET6KlkIbpimWitefKCo-BAaN2y4&refId=9%2B8I5QISj29VU7zGtD6mXw%3D%3D&trackingId=huvsrDVsTLGLpr%2F71ugvNQ%3D%3D&trk=flagship3_search_srp_jobs
"Head of Global Supply Planning
Head of Global Supply Planning with verification",Elcam Medical,"Baram, North District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4399568968/?eBP=BUDGET_EXHAUSTED_JOB&refId=3GSsW%2FGg64qsOKIlknI5pw%3D%3D&trackingId=mkiP6GxL0xAO1nrZH8MuWg%3D%3D&trk=flagship3_search_srp_jobs
